input_text,target_text
"Base caption: Woman is excited and happy to get international award
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman is excited and happy to get international award
"Base caption: The couple is arguing with each other
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The couple is arguing with each other
"Base caption: The group of people are laughing
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The group of people are laughing
"Base caption: Two happy men are having a good conversation
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two happy men are having a good conversation
"Base caption: The man is trying to shoot the other man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is trying to shoot the other man
"Base caption: Two men are angry at somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are angry at somebody
"Base caption: The man and the woman are arguing about something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man and the woman are arguing about something
"Base caption: A married couple looks happy because they care about each other and the husband brought breakfast in the bed to the wife
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A married couple looks happy because they care about each other and the husband brought breakfast in the bed to the wife
"Base caption: Tired man has awakened
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Tired man has awakened
"Base caption: Two men are interrogating somebody
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two men are interrogating somebody
"Base caption: Man looks lustful and woman is kind and submissive
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man looks lustful and woman is kind and submissive
"Base caption: Man looks strict and decisive
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man looks strict and decisive
"Base caption: A group of people looks happy to discover the doctrines of God from elders
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A group of people looks happy to discover the doctrines of God from elders
"Base caption: Men look on the room with surprised glance, they found out something wrong
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Men look on the room with surprised glance, they found out something wrong"
"Base caption: The people are anxious about the words of a little guy in yellow
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The people are anxious about the words of a little guy in yellow
"Base caption: Man is suprised after conversation with his wife
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Man is suprised after conversation with his wife
"Base caption: Three serious men are having a conversation
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Three serious men are having a conversation
"Base caption: The company is enjoying the time together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The company is enjoying the time together
"Base caption: Two women are confused by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two women are confused by something
"Base caption: Two happy women are hugging each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two happy women are hugging each other
"Base caption: Woman is smiling and looks flirty
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman is smiling and looks flirty
"Base caption: Two men look troubled and cautious of others because they are the only ones without guns
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men look troubled and cautious of others because they are the only ones without guns
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: Two happy men are hugging each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two happy men are hugging each other
"Base caption: Man smiling and looks cunning
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man smiling and looks cunning
"Base caption: The woman is laughing at the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is laughing at the man
"Base caption: The family is happy to see their new babysitter
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The family is happy to see their new babysitter
"Base caption: Man looks aggressive and decisive, he just killed some person
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Man looks aggressive and decisive, he just killed some person"
"Base caption: The man is looking sad at the woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is looking sad at the woman
"Base caption: People look friendly and make an impression of a strong team
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",People look friendly and make an impression of a strong team
"Base caption: The calm man with a woman is having a conversation
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The calm man with a woman is having a conversation
